Light,Pressure,X,Y,Z
162,3248,1.06,-0.63,-9.06
169,3218,1.02,-0.63,-9.02
171,3244,1.1,-0.59,-9.1
167,3235,1.02,-0.63,-9.06
161,3217,1.06,-0.63,-9.06
157,3230,1.02,-0.63,-9.06
163,3246,1.1,-0.59,-9.02
172,3229,1.02,-0.63,-9.06
176,3223,1.02,-0.55,-9.06
150,3257,1.06,-0.55,-9.06
165,3225,1.06,-0.55,-9.02
163,3245,1.06,-0.59,-9.06
167,3243,1.06,-0.63,-9.02
175,3248,1.06,-0.63,-9.02
167,3243,1.02,-0.59,-9.06
176,3239,1.02,-0.63,-9.02
158,3221,1.1,-0.63,-9.06
163,3226,1.06,-0.67,-9.06
169,3243,1.02,-0.59,-9.06
176,3253,1.06,-0.63,-9.02
174,3248,1.02,-0.59,-9.02
171,3222,1.02,-0.59,-8.98
158,3223,1.02,-0.63,-9.06
167,3248,1.06,-0.63,-9.02
169,3238,1.1,-0.59,-9.06
173,3223,1.02,-0.59,-9.02
176,3230,1.02,-0.59,-9.06
155,3237,0.98,-0.63,-9.02
163,3233,1.1,-0.63,-9.02
169,3247,1.1,-0.59,-9.06
171,3226,1.06,-0.59,-9.06
171,3227,1.06,-0.59,-9.06
176,3238,1.02,-0.67,-9.02
157,3248,1.06,-0.63,-9.02
167,3235,1.02,-0.59,-9.02
166,3236,1.06,-0.63,-9.06
172,3254,1.06,-0.63,-9.02
173,3259,1.06,-0.63,-9.06
173,3253,1.02,-0.59,-9.06
161,3235,1.06,-0.63,-9.02
153,3249,1.06,-0.59,-9.06
164,3235,1.06,-0.59,-9.06
171,3254,1.06,-0.59,-9.1
173,3245,1.02,-0.67,-9.02
158,3246,1.06,-0.59,-9.02
173,3252,0.98,-0.59,-9.06
158,3223,1.02,-0.63,-8.98
166,3239,1.1,-0.63,-9.02
175,3255,1.06,-0.59,-8.98
167,3247,1.06,-0.55,-9.1
174,3248,1.06,-0.59,-9.02
165,3258,1.1,-0.67,-9.02
163,3243,1.02,-0.67,-9.06
167,3253,1.02,-0.55,-9.06
174,3261,1.06,-0.63,-9.1
170,3231,1.1,-0.67,-9.02
175,3242,1.06,-0.63,-9.06
157,3243,1.06,-0.55,-9.02
160,3259,1.06,-0.59,-9.02
170,3245,0.98,-0.59,-9.02
169,3228,1.02,-0.55,-9.02
174,3231,1.02,-0.55,-8.98
176,3232,1.02,-0.63,-9.06
152,3267,1.06,-0.59,-9.02
165,3248,1.02,-0.63,-9.02
161,3235,1.02,-0.59,-8.98
169,3226,1.06,-0.59,-9.06
171,3253,1.06,-0.59,-9.1
176,3234,1.06,-0.63,-9.06
154,3249,1.06,-0.59,-9.06
170,3248,1.02,-0.59,-9.06
161,3234,1.06,-0.63,-9.06
169,3248,1.02,-0.63,-9.06
173,3248,1.02,-0.55,-9.06
173,3226,1.02,-0.55,-9.02
176,3254,1.06,-0.55,-9.02
161,3247,1.02,-0.55,-9.06
160,3251,1.02,-0.59,-9.02
165,3252,1.02,-0.55,-9.02
174,3248,1.02,-0.55,-9.06
174,3254,1.1,-0.63,-8.98
174,3263,1.02,-0.59,-9.06
160,3223,1.02,-0.63,-9.06
163,3225,1.06,-0.63,-9.02
170,3251,1.02,-0.59,-9.02
167,3239,1.02,-0.59,-9.06
173,3230,1.06,-0.59,-9.06
174,3213,1.02,-0.59,-9.02
161,3229,1.06,-0.59,-9.02
161,3237,1.02,-0.59,-9.1
155,3246,1.02,-0.59,-9.02
167,3219,1.06,-0.59,-8.98
173,3221,1.06,-0.63,-9.06
173,3241,1.06,-0.59,-9.06
161,3227,1.06,-0.67,-9.02
175,3219,1.06,-0.59,-9.02
153,3239,1.02,-0.59,-9.02
163,3238,1.06,-0.59,-9.02
171,3247,1.06,-0.59,-9.06
175,3217,0.98,-0.63,-9.02
173,3259,1.02,-0.55,-9.06
172,3248,1.06,-0.59,-9.02
153,3231,1.06,-0.63,-9.02
162,3251,1.06,-0.59,-9.02
170,3232,1.06,-0.59,-9.02
161,3218,1.02,-0.59,-9.02
171,3237,1.06,-0.67,-9.06
173,3223,1.06,-0.59,-9.06
151,3249,0.98,-0.55,-9.02
163,3235,1.06,-0.59,-9.06
157,3239,1.06,-0.59,-9.02
168,3235,1.02,-0.59,-9.06
173,3242,1.02,-0.55,-9.02
174,3232,1.02,-0.59,-9.06
155,3233,1.02,-0.59,-9.02
166,3239,1.06,-0.59,-9.06
159,3271,1.06,-0.63,-9.06
164,3248,1.06,-0.63,-9.06
173,3246,1.1,-0.63,-9.06
176,3234,1.06,-0.59,-9.02
176,3237,1.06,-0.59,-9.02
165,3223,1.06,-0.63,-8.98
163,3239,1.02,-0.59,-9.06
165,3253,1.06,-0.63,-9.02
173,3248,1.06,-0.59,-9.06
168,3248,1.02,-0.55,-9.02
175,3249,1.02,-0.55,-9.06
167,3237,1.1,-0.59,-9.02
158,3249,1.06,-0.63,-9.02
167,3251,1.02,-0.59,-9.02
162,3223,1.1,-0.63,-8.9
171,3233,1.06,-0.59,-9.02
171,3262,1.02,-0.59,-9.02
173,3221,1.06,-0.59,-9.06
155,3247,1.06,-0.59,-9.06
165,3229,1.02,-0.63,-9.1
162,3230,1.02,-0.55,-9.02
166,3262,1.02,-0.63,-9.06
174,3278,1.06,-0.63,-9.02
173,3227,1.02,-0.63,-9.02
176,3237,1.02,-0.59,-9.02
163,3239,1.06,-0.63,-9.06
160,3216,1.02,-0.59,-9.06
162,3238,1.06,-0.63,-9.02
171,3239,1.06,-0.63,-9.02
173,3249,1.1,-0.59,-9.02
171,3248,1.06,-0.63,-9.02
165,3253,1.06,-0.55,-9.02
157,3248,1.02,-0.59,-9.06
167,3264,1.06,-0.55,-9.02
162,3248,1.06,-0.59,-8.98
169,3242,1.06,-0.59,-9.1
176,3244,1.02,-0.55,-9.1
163,3229,1.1,-0.55,-9.02
161,3232,1.02,-0.59,-9.02
153,3241,1.06,-0.59,-9.06
163,3256,1.1,-0.59,-9.02
167,3216,1.02,-0.59,-9.1
175,3249,1.02,-0.59,-9.02
167,3280,1.02,-0.59,-9.02
176,3246,1.02,-0.63,-9.06
149,3248,1.06,-0.63,-9.02
163,3258,1.06,-0.59,-9.06
169,3244,1.02,-0.59,-8.98
174,3249,1.06,-0.55,-8.98
173,3236,1.06,-0.55,-9.06
173,3234,1.02,-0.59,-9.02
155,3231,1.06,-0.63,-9.06
159,3252,1.02,-0.59,-9.06
171,3243,1.02,-0.63,-9.1
161,3239,1.02,-0.55,-9.06
163,3245,1.06,-0.59,-9.1
173,3232,1.06,-0.63,-9.06
159,3225,1.06,-0.63,-9.02
162,3247,1.06,-0.59,-9.06
158,3259,1.06,-0.59,-9.06
162,3248,1.1,-0.59,-9.02
170,3222,1.02,-0.63,-9.06
176,3242,1.06,-0.59,-9.02
159,3248,1.06,-0.59,-9.06
176,3245,1.06,-0.59,-9.02
154,3235,1.02,-0.59,-9.06
166,3218,1.02,-0.63,-8.98
174,3235,1.06,-0.55,-9.1
174,3227,1.06,-0.55,-9.06
173,3242,1.06,-0.67,-9.06
175,3232,1.06,-0.55,-9.02
153,3216,1.1,-0.59,-8.98
165,3254,1.06,-0.55,-9.06
170,3233,1.06,-0.67,-9.06
176,3237,1.02,-0.59,-9.1
172,3248,1.06,-0.59,-8.94
176,3221,1.06,-0.59,-9.1
150,3249,1.06,-0.59,-8.98
171,3234,0.98,-0.59,-9.02
157,3217,1.06,-0.55,-9.02
166,3239,1.1,-0.63,-8.98
173,3237,1.1,-0.63,-9.02
175,3246,1.02,-0.63,-9.1
151,3248,1.1,-0.55,-9.06
171,3253,1.06,-0.59,-9.06
160,3248,1.02,-0.55,-9.02
169,3235,1.06,-0.59,-9.02
171,3218,1.02,-0.59,-9.06
174,3239,1.06,-0.59,-9.02
174,3255,1.02,-0.59,-9.06
170,3248,1.1,-0.63,-9.02
160,3246,1.06,-0.63,-9.02
166,3245,1.06,-0.63,-9.06
171,3231,1.06,-0.55,-9.02
167,3226,1.02,-0.59,-9.02
173,3253,1.06,-0.59,-9.06
174,3227,0.98,-0.59,-9.02
160,3248,1.02,-0.55,-9.06
168,3246,1.02,-0.59,-9.02
160,3247,1.02,-0.59,-9.02
171,3232,1.06,-0.63,-9.02
172,3238,1.06,-0.55,-9.06
167,3219,1.06,-0.59,-9.02
160,3226,1.06,-0.59,-9.06
159,3258,1.1,-0.59,-9.06
162,3254,1.06,-0.63,-9.06
169,3216,1.06,-0.55,-9.06
174,3242,1.02,-0.59,-9.06
169,3262,1.02,-0.59,-8.98
174,3231,0.98,-0.59,-9.06
160,3239,1.06,-0.63,-9.02
162,3237,1.06,-0.55,-8.98
167,3257,1.06,-0.63,-9.06
173,3251,1.06,-0.59,-9.02
171,3259,1.06,-0.63,-9.14
174,3239,1.1,-0.63,-9.1
161,3255,1.06,-0.59,-8.98
162,3243,1.06,-0.59,-9.06
167,3239,1.06,-0.55,-9.02
162,3243,1.02,-0.63,-9.06
171,3226,1.06,-0.63,-9.06
175,3227,1.06,-0.59,-9.06
161,3233,0.98,-0.59,-9.02
162,3229,1.06,-0.59,-9.02
155,3248,1.02,-0.55,-9.14
165,3245,1.06,-0.59,-9.06
170,3223,1.06,-0.63,-9.02
175,3221,1.02,-0.59,-9.1
159,3249,1.06,-0.59,-9.06
175,3236,1.06,-0.59,-9.1
155,3246,1.02,-0.55,-9.02
164,3270,1.06,-0.59,-8.98
173,3245,1.06,-0.63,-9.02
173,3261,1.06,-0.63,-9.06
176,3232,1.02,-0.55,-9.02
173,3244,1.02,-0.59,-9.02
154,3231,1.06,-0.59,-9.06
168,3239,1.06,-0.55,-9.06
171,3239,1.02,-0.55,-9.06
165,3251,1.06,-0.63,-9.06
175,3227,1.02,-0.59,-9.06
172,3248,1.06,-0.59,-9.06
155,3251,1.1,-0.63,-9.02
167,3269,1.02,-0.63,-8.98
161,3253,1.02,-0.59,-9.02
167,3259,1.06,-0.59,-9.06
174,3242,1.06,-0.59,-9.06
174,3241,1.06,-0.63,-9.02
158,3220,1.02,-0.55,-9.02
161,3220,1.06,-0.59,-9.02
163,3240,1.06,-0.63,-9.06
170,3236,0.98,-0.59,-9.1
172,3221,1.1,-0.63,-9.06
173,3248,1.06,-0.59,-9.1
174,3226,1.02,-0.59,-9.06
161,3248,1.1,-0.63,-9.02
162,3250,1.06,-0.59,-9.06
169,3247,1.06,-0.59,-9.02
176,3233,1.02,-0.59,-9.1
172,3239,1.06,-0.59,-9.06
175,3235,1.06,-0.63,-9.1
156,3257,1.02,-0.59,-9.02
163,3260,1.06,-0.55,-9.02
169,3229,1.06,-0.63,-9.06
166,3243,1.06,-0.63,-9.02
167,3254,1.06,-0.63,-9.06
176,3254,1.06,-0.67,-8.98
155,3245,1.06,-0.59,-9.06
161,3232,1.02,-0.55,-9.06
155,3250,1.06,-0.63,-9.02
166,3249,1.02,-0.59,-9.02
171,3219,1.02,-0.59,-9.02
175,3254,1.06,-0.55,-9.06
155,3235,0.98,-0.59,-9.06
170,3243,1.02,-0.59,-9.02
155,3223,1.02,-0.59,-8.94
165,3231,1.1,-0.63,-9.06
171,3258,1.02,-0.51,-9.02
176,3238,1.02,-0.59,-9.06
174,3226,1.06,-0.59,-9.06
173,3239,1.06,-0.59,-9.02
158,3248,1.02,-0.63,-9.06
166,3232,1.06,-0.59,-9.02
173,3247,0.98,-0.63,-9.02
171,3240,1.02,-0.59,-9.06
174,3225,1.06,-0.59,-8.98
172,3254,1.06,-0.59,-9.06
158,3223,1.02,-0.59,-9.06
167,3233,1.06,-0.59,-8.98
162,3243,1.02,-0.63,-9.02
167,3245,1.06,-0.63,-9.02
171,3250,1.06,-0.59,-9.06
173,3233,1.06,-0.55,-9.1
157,3221,1.02,-0.63,-9.06
158,3248,1.06,-0.59,-9.06
160,3252,1.02,-0.63,-9.1
163,3234,1.02,-0.59,-9.1
174,3236,1.02,-0.59,-9.02
171,3235,1.02,-0.59,-9.06
171,3261,1.06,-0.59,-9.06
160,3251,1.02,-0.63,-9.1
161,3234,1.1,-0.59,-9.02
165,3221,1.06,-0.59,-9.02
174,3241,1.06,-0.59,-9.06
167,3254,1.1,-0.59,-9.02
173,3239,1.06,-0.63,-9.06
159,3233,1.06,-0.55,-9.02
159,3216,1.06,-0.59,-9.06
167,3243,1.06,-0.59,-9.02
163,3231,1.06,-0.59,-9.02
170,3242,1.06,-0.59,-9.02
175,3254,1.02,-0.63,-9.02
157,3226,1.06,-0.67,-9.06
161,3238,1.06,-0.59,-9.06
151,3250,1.06,-0.59,-9.06
164,3234,1.1,-0.63,-8.98
172,3231,1.06,-0.55,-9.02
174,3222,1.06,-0.59,-9.1
159,3258,1.02,-0.63,-9.02
171,3253,1.06,-0.59,-9.02
155,3239,1.06,-0.59,-9.06
160,3209,1.06,-0.63,-9.02
170,3227,1.06,-0.63,-9.06
174,3223,1.1,-0.63,-9.06
173,3232,1.02,-0.55,-9.06
172,3231,0.98,-0.59,-9.06
153,3248,1.02,-0.55,-9.02
167,3259,0.98,-0.55,-9.02
174,3247,1.06,-0.63,-9.02
167,3248,1.1,-0.59,-9.06
171,3241,1.02,-0.63,-9.06
170,3223,1.06,-0.63,-9.06
158,3243,1.02,-0.59,-9.06
166,3243,1.06,-0.63,-9.06
164,3248,1.06,-0.55,-9.06
171,3237,1.02,-0.59,-9.02
172,3238,1.06,-0.63,-9.02
169,3230,1.06,-0.63,-9.02
155,3232,1.1,-0.59,-9.06
158,3255,1.02,-0.55,-9.06
162,3233,1.1,-0.59,-9.06
169,3248,1.02,-0.55,-9.06
171,3230,1.1,-0.51,-9.06
165,3249,1.02,-0.59,-9.06
173,3249,1.02,-0.55,-8.98
157,3248,1.02,-0.63,-9.06
160,3225,1.06,-0.63,-9.02
166,3248,1.06,-0.63,-9.06
171,3235,1.02,-0.59,-9.02
171,3248,1.06,-0.55,-9.1
176,3255,1.02,-0.59,-9.06
159,3238,1.06,-0.63,-9.02
163,3257,1.06,-0.59,-8.98
163,3259,1.06,-0.59,-9.02
161,3216,1.06,-0.59,-9.06
169,3242,1.02,-0.59,-9.06
175,3235,1.06,-0.63,-9.02
157,3239,1.06,-0.59,-9.02
164,3249,1.02,-0.55,-9.06
151,3231,1.02,-0.59,-9.06
165,3266,1.06,-0.67,-9.06
171,3235,1.06,-0.59,-9.02
173,3216,1.02,-0.59,-9.06
155,3231,1.02,-0.59,-9.02
165,3218,1.02,-0.59,-9.06
155,3230,1.1,-0.59,-9.06
165,3239,1.02,-0.59,-9.1
171,3262,1.06,-0.55,-9.02
166,3245,1.06,-0.63,-9.06
170,3231,1.02,-0.55,-9.06
173,3234,1.06,-0.59,-9.02
151,3229,1.02,-0.59,-9.06
165,3246,1.06,-0.63,-9.06
171,3263,1.1,-0.59,-9.02
167,3259,1.02,-0.63,-9.06
169,3232,1.02,-0.59,-8.98
176,3216,1.06,-0.59,-9.02
153,3226,1.02,-0.63,-9.02
166,3239,1.06,-0.59,-9.06
160,3235,0.98,-0.55,-9.02
171,3248,1.06,-0.59,-8.94
170,3217,1.02,-0.55,-9.06
174,3248,1.06,-0.59,-9.06
151,3252,1.06,-0.59,-9.02
161,3246,1.06,-0.63,-9.1
162,3230,1.06,-0.59,-8.98
167,3248,1.06,-0.63,-9.06
171,3243,1.02,-0.55,-9.06
171,3251,1.06,-0.59,-9.06
171,3231,1.06,-0.59,-9.02
161,3261,1.06,-0.59,-9.06
161,3227,1.02,-0.55,-9.02
165,3249,1.06,-0.63,-9.02
171,3229,1.06,-0.55,-9.02
173,3248,1.06,-0.59,-9.06
171,3249,1.06,-0.55,-9.06
158,3254,1.06,-0.63,-9.06
161,3253,1.02,-0.55,-9.06
169,3250,0.98,-0.59,-9.02
166,3259,1.02,-0.59,-9.02
175,3232,1.06,-0.59,-9.06
175,3241,1.06,-0.63,-9.02
155,3257,1.06,-0.55,-9.02
162,3231,1.06,-0.59,-9.02
155,3238,1.06,-0.59,-9.06
165,3248,1.02,-0.55,-9.02
173,3234,0.98,-0.59,-9.1
175,3232,1.06,-0.59,-9.06
151,3251,1.06,-0.63,-9.06
171,3254,1.02,-0.59,-9.06
157,3245,1.02,-0.59,-9.06
163,3232,1.02,-0.59,-9.06
174,3243,1.02,-0.63,-9.02
175,3248,1.06,-0.59,-9.06
172,3223,1.06,-0.59,-9.06
163,3248,1.02,-0.55,-9.06
157,3229,1.02,-0.59,-9.06
166,3218,1.02,-0.55,-9.1
171,3260,1.06,-0.59,-9.02
169,3255,1.06,-0.59,-9.06
171,3230,1.06,-0.59,-8.98
164,3250,1.02,-0.59,-9.06
157,3241,1.06,-0.59,-9.02
170,3226,1.02,-0.63,-9.02
162,3260,1.1,-0.55,-9.02
167,3245,1.06,-0.59,-9.06
175,3264,1.06,-0.63,-9.06
161,3246,1.02,-0.55,-9.02
160,3251,1.06,-0.59,-9.1
155,3238,1.06,-0.67,-9.02
165,3235,1.06,-0.59,-9.06
173,3261,1.06,-0.63,-8.98
175,3244,1.06,-0.63,-9.02
159,3239,1.02,-0.59,-9.06
173,3248,1.06,-0.59,-9.06
151,3234,0.98,-0.59,-9.06
169,3233,1.06,-0.55,-9.06
172,3248,1.02,-0.59,-9.06
175,3237,1.06,-0.59,-9.06
172,3249,1.02,-0.55,-9.06
170,3229,1.02,-0.59,-9.06
159,3248,1.02,-0.59,-9.1
166,3220,1.06,-0.51,-8.98
167,3237,1.02,-0.59,-9.06
167,3238,1.06,-0.63,-9.02
173,3235,1.02,-0.55,-9.1
167,3255,1.02,-0.63,-9.02
158,3248,1.02,-0.59,-9.06
169,3244,1.02,-0.59,-9.06
163,3227,1.06,-0.59,-9.02
164,3229,1.06,-0.59,-9.06
172,3245,1.06,-0.59,-9.1
167,3227,1.02,-0.59,-9.02
159,3244,1.06,-0.59,-9.02
155,3221,1.02,-0.59,-9.02
162,3222,1.06,-0.63,-9.02
169,3226,1.02,-0.63,-9.02
170,3239,1.06,-0.63,-9.1
164,3229,1.02,-0.63,-9.02
173,3218,1.02,-0.63,-9.02
150,3227,1.06,-0.59,-9.1
155,3265,1.02,-0.63,-8.98
163,3240,1.06,-0.63,-9.06
174,3235,1.02,-0.59,-9.1
170,3254,1.06,-0.59,-9.06
170,3248,1.06,-0.63,-9.06
150,3238,1.06,-0.63,-9.02
162,3229,1.06,-0.63,-9.06
166,3248,1.06,-0.55,-9.06
163,3229,1.06,-0.59,-9.06
172,3242,1.06,-0.59,-9.02
171,3251,1.06,-0.63,-9.06
151,3246,1.02,-0.59,-9.02
165,3225,1.02,-0.59,-9.02
158,3233,0.98,-0.59,-9.02
162,3255,1.02,-0.55,-8.98
170,3216,1.06,-0.59,-8.98
172,3230,1.06,-0.59,-8.98
155,3250,1.06,-0.59,-9.06
159,3242,1.06,-0.55,-9.06
158,3213,1.06,-0.63,-9.02
162,3237,1.06,-0.59,-9.02
172,3259,1.02,-0.55,-8.98
172,3232,1.06,-0.59,-9.06
174,3231,1.02,-0.59,-9.06
161,3245,1.06,-0.59,-9.06
158,3230,1.1,-0.59,-8.98
167,3216,1.06,-0.63,-9.1
170,3242,1.06,-0.59,-9.02
166,3247,1.06,-0.55,-9.06
171,3235,1.02,-0.55,-9.06
160,3255,1.02,-0.55,-9.02
160,3248,1.02,-0.59,-8.98
164,3239,1.06,-0.59,-9.06
161,3234,1.02,-0.59,-9.06
165,3237,1.02,-0.55,-9.02
171,3249,1.06,-0.59,-9.02
158,3230,1.02,-0.59,-9.06
163,3259,1.06,-0.59,-9.02
156,3228,1.06,-0.59,-9.02
162,3251,1.02,-0.63,-9.06
175,3246,1.06,-0.55,-9.06
173,3245,1.02,-0.59,-9.02
154,3239,1.06,-0.55,-9.02
167,3225,1.02,-0.59,-9.06
157,3223,1.02,-0.55,-9.06
169,3253,1.1,-0.63,-8.98
169,3254,1.06,-0.59,-9.1
174,3259,1.02,-0.59,-9.02
173,3247,1.06,-0.63,-9.06
164,3239,1.02,-0.63,-9.06
159,3261,1.06,-0.59,-9.06
160,3239,1.06,-0.63,-9.06
176,3233,1.06,-0.63,-9.1
169,3237,1.02,-0.59,-9.02
169,3238,1.06,-0.59,-9.06
164,3225,1.06,-0.59,-9.06
160,3229,1.02,-0.59,-9.06
165,3241,1.06,-0.55,-8.98
160,3258,1.06,-0.59,-9.06
166,3245,1.02,-0.59,-9.02
172,3245,1.06,-0.59,-9.1
159,3248,1.02,-0.63,-9.02
157,3244,1.06,-0.59,-9.06
151,3273,1.02,-0.63,-9.06
163,3247,1.06,-0.59,-9.06
169,3226,1.06,-0.63,-9.06
176,3248,1.02,-0.59,-9.1
159,3248,0.98,-0.59,-9.1
171,3227,1.06,-0.59,-9.06
155,3232,1.06,-0.59,-9.1
163,3223,1.06,-0.55,-9.06
171,3236,1.02,-0.55,-9.02
173,3248,1.06,-0.59,-9.02
171,3227,1.06,-0.59,-9.02
172,3232,1.06,-0.59,-9.02
158,3213,1.02,-0.63,-9.06
164,3248,1.06,-0.63,-9.02
171,3217,1.02,-0.59,-9.02
169,3233,1.02,-0.59,-9.1
175,3249,1.02,-0.63,-9.02
167,3231,1.02,-0.59,-9.02
159,3257,1.06,-0.59,-9.1
168,3250,1.02,-0.63,-9.06
164,3248,1.06,-0.55,-9.06
171,3223,1.06,-0.59,-9.02
175,3220,1.06,-0.63,-9.02
161,3248,1.06,-0.63,-9.06
160,3245,1.02,-0.55,-9.06
155,3217,1.06,-0.59,-9.02
164,3237,1.06,-0.59,-9.06
170,3232,1.06,-0.59,-9.02
175,3248,1.06,-0.59,-9.1
161,3261,1.02,-0.55,-9.02
176,3255,1.02,-0.51,-9.06
155,3243,1.02,-0.55,-9.02
167,3245,1.06,-0.59,-9.02
174,3262,1.02,-0.59,-9.02
175,3223,1.02,-0.63,-9.1
167,3230,1.02,-0.59,-9.02
174,3226,1.06,-0.59,-8.98
159,3233,0.98,-0.59,-9.06
169,3221,1.02,-0.59,-8.98
174,3229,1.06,-0.59,-9.06
171,3222,1.02,-0.59,-9.06
175,3225,1.06,-0.59,-8.98
170,3233,1.06,-0.63,-9.06
160,3243,1.06,-0.63,-9.06
167,3225,1.06,-0.63,-9.06
163,3246,1.02,-0.59,-9.06
171,3235,1.06,-0.63,-9.06
174,3244,1.1,-0.59,-8.98
163,3233,1.02,-0.55,-9.02
161,3242,1.06,-0.59,-9.06
154,3233,1.1,-0.63,-9.06
166,3239,1.02,-0.59,-9.02
173,3249,1.06,-0.59,-9.06
176,3232,1.02,-0.59,-9.06
153,3233,1.1,-0.63,-9.02
175,3219,1.06,-0.67,-9.06
157,3248,1.06,-0.59,-9.06
169,3235,1.02,-0.59,-9.02
174,3248,1.06,-0.59,-9.02
173,3245,0.98,-0.59,-9.02
169,3216,1.02,-0.59,-9.1
171,3236,1.02,-0.63,-9.06
159,3243,1.02,-0.55,-8.98
169,3218,1.1,-0.67,-9.02
171,3238,1.1,-0.59,-8.98
167,3248,1.06,-0.55,-9.02
175,3248,1.02,-0.63,-9.1
165,3243,1.02,-0.55,-9.02
160,3228,1.06,-0.59,-9.06
169,3242,1.06,-0.59,-9.06
162,3266,1.02,-0.55,-9.02
170,3248,0.98,-0.59,-9.06
175,3241,1.06,-0.63,-9.06
158,3237,1.06,-0.63,-9.06
161,3248,1.06,-0.59,-9.02
155,3227,1.02,-0.63,-9.06
169,3263,1.02,-0.59,-9.06
167,3239,1.02,-0.59,-9.06
176,3229,1.06,-0.63,-9.02
154,3249,1.06,-0.59,-9.1
170,3231,1.06,-0.59,-9.06
157,3248,1.02,-0.59,-9.02
163,3248,1.06,-0.59,-9.02
176,3217,1.02,-0.59,-9.02
175,3234,1.06,-0.55,-9.1
174,3241,1.06,-0.59,-9.02
153,3259,0.98,-0.59,-9.1
161,3251,1.06,-0.59,-9.06
171,3248,1.06,-0.59,-9.06
174,3246,1.02,-0.59,-9.02
174,3261,1.06,-0.59,-9.02
174,3241,1.02,-0.55,-9.06
157,3229,1.02,-0.59,-9.06
164,3248,1.06,-0.59,-8.98
173,3243,1.06,-0.55,-9.02
167,3233,1.02,-0.63,-9.06
175,3237,1.1,-0.55,-9.06
171,3248,1.06,-0.63,-9.02
156,3248,1.06,-0.55,-8.98
170,3231,1.06,-0.55,-9.02
162,3236,1.06,-0.63,-9.02
169,3228,1.06,-0.59,-9.1
171,3258,1.06,-0.59,-9.02
174,3249,1.06,-0.51,-9.1
153,3205,1.06,-0.63,-9.02
157,3248,1.02,-0.59,-9.1
164,3238,1.06,-0.59,-9.06
163,3221,1.06,-0.63,-9.06
173,3246,1.06,-0.59,-9.02
170,3250,1.02,-0.59,-8.94
176,3218,0.98,-0.59,-9.06
153,3227,1.06,-0.55,-8.98
162,3247,1.02,-0.59,-9.02
167,3229,1.06,-0.55,-9.02
175,3248,1.1,-0.59,-9.06
171,3258,1.02,-0.55,-9.06
176,3247,1.06,-0.59,-9.06
156,3259,1.06,-0.59,-9.02
165,3236,1.06,-0.59,-9.02
169,3245,1.06,-0.63,-9.06
165,3227,1.1,-0.59,-9.1
175,3224,1.06,-0.63,-9.02
171,3248,1.06,-0.59,-9.06
157,3257,1.06,-0.63,-9.02
167,3257,1.02,-0.59,-9.06
160,3248,1.02,-0.59,-9.06
170,3258,0.98,-0.63,-9.06
174,3234,1.06,-0.63,-9.1
172,3238,1.06,-0.67,-9.06
154,3239,1.06,-0.63,-9.06
159,3216,1.06,-0.59,-8.98
163,3249,1.06,-0.59,-9.06
164,3242,1.02,-0.63,-9.02
170,3248,1.1,-0.59,-9.02
167,3237,1.06,-0.59,-9.06
175,3221,1.06,-0.59,-9.02
154,3222,1.1,-0.63,-9.06
163,3218,1.06,-0.59,-9.06
173,3217,1.02,-0.59,-9.02
172,3249,1.06,-0.59,-8.98
173,3214,1.1,-0.59,-9.06
176,3231,1.02,-0.55,-8.94
152,3248,1.02,-0.63,-9.02
163,3257,1.06,-0.59,-9.02
172,3235,1.02,-0.59,-9.06
167,3234,1.06,-0.59,-8.98
174,3229,1.06,-0.59,-9.02
175,3232,1.06,-0.59,-9.06
154,3223,0.98,-0.63,-9.02
163,3222,1.1,-0.63,-9.02
159,3243,1.02,-0.63,-9.06
169,3268,1.02,-0.59,-9.06
173,3229,1.06,-0.59,-9.1
175,3235,1.06,-0.59,-9.02
150,3249,1.06,-0.59,-9.06
164,3248,1.02,-0.59,-9.02
157,3232,1.06,-0.63,-9.02
165,3250,1.02,-0.59,-9.06
173,3218,1.06,-0.63,-9.06
175,3221,1.06,-0.67,-9.06
173,3248,1.06,-0.63,-9.02
165,3231,1.02,-0.59,-9.02
161,3246,1.06,-0.59,-9.06
163,3238,1.02,-0.63,-9.1
173,3245,1.02,-0.63,-9.02
171,3245,1.02,-0.63,-9.02
175,3255,1.06,-0.63,-9.06
160,3245,1.02,-0.59,-9.02
159,3250,1.1,-0.59,-9.06
167,3238,1.02,-0.63,-9.02
167,3263,1.06,-0.63,-9.02
173,3251,1.02,-0.59,-9.06
175,3244,1.06,-0.63,-9.06
156,3227,1.06,-0.55,-9.02
160,3245,1.02,-0.59,-9.06
155,3249,1.06,-0.59,-9.06
166,3248,1.02,-0.59,-9.02
169,3251,1.06,-0.63,-9.06
174,3255,1.06,-0.63,-9.02
155,3250,0.98,-0.59,-8.98
171,3232,1.02,-0.59,-9.02
159,3261,1.06,-0.63,-8.98
166,3247,1.06,-0.63,-9.06
173,3262,1.02,-0.63,-8.98
176,3253,1.06,-0.63,-9.02
175,3248,1.02,-0.59,-9.02
165,3238,0.98,-0.55,-9.02
153,3249,1.02,-0.55,-9.06
167,3232,1.02,-0.59,-8.98
171,3245,0.98,-0.59,-9.06
169,3258,1.06,-0.55,-9.06
173,3247,1.06,-0.59,-9.02
168,3221,1.06,-0.59,-8.98
157,3239,1.02,-0.63,-9.1
167,3261,1.06,-0.63,-9.06
165,3222,1.06,-0.63,-9.06
